"An item was not selected or the item selected was invalid","An item was not selected or the item selected was invalid"
"A valid redemption id to apply to this product was not selected.","A valid redemption id to apply to this product was not selected."
"All requested reward redemptions were applied to the product.","All requested reward redemptions were applied to the product."
"All requested reward redemptions were removed from the product.","All requested reward redemptions were removed from the product."
"Sorry, you are not authorized to be access this section.","Sorry, you are not authorized to be access this section."
"There is no customer with that email address (%s).","There is no customer with that email address (%s)."
"%s is not allowed to use the %s points currency.","%s is not allowed to use the %s points currency."
"You must log in or sign up before sending points to a friend!","You must log in or sign up before sending points to a friend!"
"You cannot send %s points to %s when you only have %s!","You cannot send %s points to %s when you only have %s!"
"You have successfully sent %s to %s!","You have successfully sent %s to %s!"
"Currency does not exist","Currency does not exist"
"Can not create currencies. Available in future upgrades of Sweet Tooth.","Can not create currencies. Available in future upgrades of Sweet Tooth."
"currency was successfully saved","currency was successfully saved"
"Can not delete currency. Available in future upgrades of Sweet Tooth.","Can not delete currency. Available in future upgrades of Sweet Tooth."
"Can not execute a mass delete","Can not execute a mass delete"
"Please select transfer(s)","Please select transfer(s)"
"Transfer does not exist","Transfer does not exist"
"Transfer was successfully saved","Transfer was successfully saved"
"Edit User ","Edit User "
"Rating isn","Rating isn"
"All Point Transfers","All Point Transfers"
"You will be redirected to Amazon Checkout website when you place an order.","You will be redirected to Amazon Checkout website when you place an order."
"Checkout by Amazon","Checkout by Amazon"
"Search results for ","Search results for "
"Before Points","Before Points"
You,You
"You will be redirected to Google Checkout website when you place an order.","You will be redirected to Google Checkout website when you place an order."
"Fast checkout through Google","Fast checkout through Google"
"Paypal UK Checkout","Paypal UK Checkout"
"My Points and Rewards","My Points and Rewards"
"Tags Aren","Tags Aren"
"Use spaces to separate tags. Use single quotes (","Use spaces to separate tags. Use single quotes ("
"Search Results for ","Search Results for "
"Products tagged with ","Products tagged with "
"Edit Category  ","Edit Category  "
"Edit Comment By ","Edit Comment By "
"Eamil Address","Eamil Address"
"Save Currency","Save Currency"
"Delete Transfer","Delete Transfer"
"Edit Currency #%s","Edit Currency #%s"
"Create New Currency","Create New Currency"
"Is Active","Is Active"
"Catalog Points Rules","Catalog Points Rules"
"Shopping Cart Points Rules","Shopping Cart Points Rules"
"Edit Rule ","Edit Rule "
"Save Transfer","Save Transfer"
"Create A New Transfer","Create A New Transfer"
"Revoke Transfer","Revoke Transfer"
"Edit Transfer #%s","Edit Transfer #%s"
"Created Time","Created Time"
"Customer ID","Customer ID"
Reason,Reason
Comments/Notes,Comments/Notes
"You are trying to redeem more points than you have in","You are trying to redeem more points than you have in"
"You are trying to redeem points but you","You are trying to redeem points but you"
"<i>No points</i>.","<i>No points</i>."
"Please enter a number more than zero (0).","Please enter a number more than zero (0)."
"Could not approve points.","Could not approve points."
"Failed to transfer points to customer %s","Failed to transfer points to customer %s"
"Successfully transfered %s to %s customer(s).","Successfully transfered %s to %s customer(s)."
"Woops, ran into error while trying to process your request: ","Woops, ran into error while trying to process your request: "
"Catalog Point Rule","Catalog Point Rule"
"You must still APPLY rules before they will take effect!","You must still APPLY rules before they will take effect!"
"The rule you are trying to delete no longer exists","The rule you are trying to delete no longer exists"
"Please use in this field only ","Please use in this field only "
"Currency Image Preview","Currency Image Preview"
"Customer Point Balances","Customer Point Balances"
"Customer Point Distributions","Customer Point Distributions"
"Customer Point Redemptions","Customer Point Redemptions"
"Your billing address will be ignored and you will be redirected to Amazon Simple Pay website.","Your billing address will be ignored and you will be redirected to Amazon Simple Pay website."
"You will be redirected to Amazon Simple Pay in a few seconds.","You will be redirected to Amazon Simple Pay in a few seconds."
"Your billing address will be ignored and you will be redirected to Checkout by Amazon website.","Your billing address will be ignored and you will be redirected to Checkout by Amazon website."
"<strong>%d item(s)</strong> were found using the following search criteria","<strong>%d item(s)</strong> were found using the following search criteria"
Don,Don
"Keep me logged in","Keep me logged in"
"Use Your Rewards Points!","Use Your Rewards Points!"
"Your redemptions:","Your redemptions:"
"You have applied no redemptions to this cart.","You have applied no redemptions to this cart."
"More ways to redeem:","More ways to redeem:"
"You must be logged in to redeem points. To proceed to the log-in page press OK.","You must be logged in to redeem points. To proceed to the log-in page press OK."
"You cannot spend more points on this cart.","You cannot spend more points on this cart."
"Points you will earn:","Points you will earn:"
"No extra points to earn on this cart.","No extra points to earn on this cart."
"You Will Earn:","You Will Earn:"
"You Will Spend:","You Will Spend:"
"Not Enough Points!","Not Enough Points!"
"There are currently no products you can purchase using your points.","There are currently no products you can purchase using your points."
"Point Amount:","Point Amount:"
Currency:,Currency:
Comment:,Comment:
"Send to Friend","Send to Friend"
"My Points","My Points"
"Balance: ","Balance: "
"To Spend: ","To Spend: "
"You are spending too many points!  You may not be able to checkout.","You are spending too many points!  You may not be able to checkout."
"Remaining: ","Remaining: "
"You have no points to spend.","You have no points to spend."
"You have %s to spend.","You have %s to spend."
"You are trying to redeem points without being logged in.  Please log-in or create a new account to spend points.","You are trying to redeem points without being logged in.  Please log-in or create a new account to spend points."
"Please log-in or create an account, to use your points.","Please log-in or create an account, to use your points."
"Manage My Points","Manage My Points"
"Log-in or create a new account","Log-in or create a new account"
"Points Summary","Points Summary"
"My Points & Rewards","My Points & Rewards"
"You have %s in your account.","You have %s in your account."
"%s pending approval are pending approval.","%s pending approval are pending approval."
"%s are on hold.","%s are on hold."
"Take a look at our rewards catalog today.","Take a look at our rewards catalog today."
"You have no transfers.","You have no transfers."
"Free using <b>%s!</b>","Free using <b>%s!</b>"
"As low as <b>%s</b> using <b>%s</b>","As low as <b>%s</b> using <b>%s</b>"
"Earn %s","Earn %s"
"You have %s","You have %s"
"You could receive %s for writing ","You could receive %s for writing "
"Order ##","Order ##"
"Unable to find any products tagged with ","Unable to find any products tagged with "
"RSS link to %s","RSS link to %s"
Unapproved,Unapproved
"Points Currency Information","Points Currency Information"
"Points Appearance","Points Appearance"
"Make Transfer","Make Transfer"
"Give Points","Give Points"
"Are you sure you want to create the transfer for all selected customers?","Are you sure you want to create the transfer for all selected customers?"
"Deduct Points","Deduct Points"
"Catalog Points Distribution Rules","Catalog Points Distribution Rules"
"Add New Catalog Distribution Rule","Add New Catalog Distribution Rule"
"Catalog Points Redemption Rules","Catalog Points Redemption Rules"
"Add New Catalog Redemption Rule","Add New Catalog Redemption Rule"
"Shopping Cart Points Distributions Rules","Shopping Cart Points Distributions Rules"
"Add New Cart Distributions Rule","Add New Cart Distributions Rule"
"Shopping Cart Points Redemption Rules","Shopping Cart Points Redemption Rules"
"Add New Cart Redemption Rule","Add New Cart Redemption Rule"
"Special Rule Edit","Special Rule Edit"
"Transfer Information","Transfer Information"
"Reference Order","Reference Order"
"Reference Poll","Reference Poll"
"Reference Friend","Reference Friend"
"Reference Review/Rating","Reference Review/Rating"
"Reference Other Transfer","Reference Other Transfer"
"Reference Product Tag","Reference Product Tag"
"You are currently subscribed to ","You are currently subscribed to "
"You Will Spend","You Will Spend"
"You cannot use points until you login or create a new account.","You cannot use points until you login or create a new account."
"Use Your Points","Use Your Points"
costs,costs
"You will earn %s for buying this product","You will earn %s for buying this product"
Stock,Stock
"Sale items %s to %s of %s.","Sale items %s to %s of %s."
"Showing %s Item(s) on sale.","Showing %s Item(s) on sale."
"Currency Appearance","Currency Appearance"
"Image Path (relative to store skin)","Image Path (relative to store skin)"
"Image Width (px)","Image Width (px)"
"Image Height (px)","Image Height (px)"
"Print Points on Image","Print Points on Image"
"Font Path (relative to store skin)","Font Path (relative to store skin)"
"Font Size (pt)","Font Size (pt)"
"Font Color (numeric)","Font Color (numeric)"
"Font Left Offset","Font Left Offset"
"Font Top Offset","Font Top Offset"
"Currency Caption","Currency Caption"
"Plural Currency Caption","Plural Currency Caption"
"Currency Value","Currency Value"
"Catalog Points Redemption Rule","Catalog Points Redemption Rule"
"Catalog Points Distribution Rule","Catalog Points Distribution Rule"
"Shopping Cart Points Redemption Rule","Shopping Cart Points Redemption Rule"
"Shopping Cart Points Distribution Rule","Shopping Cart Points Distribution Rule"
"Grant Points","Grant Points"
Customer...,Customer...
"Customer Group Is... ","Customer Group Is... "
"Date is After...","Date is After..."
"Date is Before...","Date is Before..."
"Date is Before: ","Date is Before: "
"Points Currency","Points Currency"
"Transfer Style","Transfer Style"
"Points Amount","Points Amount"
"Post Date","Post Date"
"Successfully cancelled transfer ID #","Successfully cancelled transfer ID #"
"Could not successfully revoke points associated with cancelled order.","Could not successfully revoke points associated with cancelled order."
"Item Discounts","Item Discounts"
"Attribute group with the \",Attribute group with the \"","Attribute group with the \",Attribute group with the \""
"Your Points","Your Points"
"Reward With Points","Reward With Points"
"Points Amount (X)","Points Amount (X)"
"Monetary Step (Y)","Monetary Step (Y)"
"Monetary Step Currency","Monetary Step Currency"
"Maximum Total of Points To Transfer (0 for unlimited)","Maximum Total of Points To Transfer (0 for unlimited)"
"Quantity Step (Z)","Quantity Step (Z)"
"Clear Selections","Clear Selections"
"Shopping Cart Rule Name","Shopping Cart Rule Name"
"Catalog Rule Name","Catalog Rule Name"
"Points Rule ID","Points Rule ID"
"Points & Rewards","Points & Rewards"
"Uses Allowed Per Product (0 for unlimted)","Uses Allowed Per Product (0 for unlimted)"
"Product Conditions","Product Conditions"
"Customer Spends Points","Customer Spends Points"
"No Additional Discount--","No Additional Discount--"
"Monetary Step (Y) (in base currency)","Monetary Step (Y) (in base currency)"
"You have earned the following points on this order: ","You have earned the following points on this order: "
"You have spent the following points on this order: ","You have spent the following points on this order: "
"Your point transactions are currently pending and will be approved ","Your point transactions are currently pending and will be approved "
"Point Currencies","Point Currencies"
"Distribution Rules","Distribution Rules"
"Point Rules","Point Rules"
Catalog,Catalog
"Shopping Cart","Shopping Cart"
"Customer Behavior","Customer Behavior"
"Redemption Rules","Redemption Rules"
"Apply Catalog Rules","Apply Catalog Rules"
"Customers' Points","Customers' Points"
"Manage Transfers","Manage Transfers"
Redemptions,Redemptions
Distributions,Distributions
"All Other Transfers","All Other Transfers"
"Create New Transfer","Create New Transfer"
"Points transfer initiated by the store administrator.","Points transfer initiated by the store administrator."
"zero points","zero points"
"Should the system allow customers to aquire a negative point balance in any point currency?","Should the system allow customers to aquire a negative point balance in any point currency?"
"Can customers use redemptions without being logged in?","Can customers use redemptions without being logged in?"
"Display Settings","Display Settings"
"Show Zero Cart Redemptions","Show Zero Cart Redemptions"
"Show cart redemptions total row when no redemptions are present.","Show cart redemptions total row when no redemptions are present."
"Guest Redemptions","Guest Redemptions"
"Show cart distributions total row when no distributions are present.","Show cart distributions total row when no distributions are present."
"Show Points Sidebar","Show Points Sidebar"
"Show Sidebar When Not Logged In","Show Sidebar When Not Logged In"
"Zero Points Caption","Zero Points Caption"
"# Products In Rewards Catalog","# Products In Rewards Catalog"
"The number of products to show in the mini rewards catalog in the customer points management panel.","The number of products to show in the mini rewards catalog in the customer points management panel."
"Initial Transfer Statuses","Initial Transfer Statuses"
"After Order","After Order"
"After Review","After Review"
"After Rating","After Rating"
"After Poll","After Poll"
"After Send Friend","After Send Friend"
"After Tag","After Tag"
"After Newsletter","After Newsletter"
"After Sign up","After Sign up"
"Transfer To Friend","Transfer To Friend"
"Order Fulfillment","Order Fulfillment"
"Automatically Remove Points On Cancel","Automatically Remove Points On Cancel"
"When an order is cancelled, should the point transfers associated with these orders be revoked/cancelled as well?","When an order is cancelled, should the point transfers associated with these orders be revoked/cancelled as well?"
"Automatically Approve Points on Invoice","Automatically Approve Points on Invoice"
"Automatically approve all related point transfers when the customer pays for the order.","Automatically approve all related point transfers when the customer pays for the order."
"Automatically Approve Points On Shipment","Automatically Approve Points On Shipment"
"Automatically approve all related point transfers when the order has been shipped.","Automatically approve all related point transfers when the order has been shipped."
"Customer Rewards","Customer Rewards"
"Earning Points","Earning Points"
"Catalog Earning Rules","Catalog Earning Rules"
"Shopping Cart Earning Rules","Shopping Cart Earning Rules"
"Customer Behavior Earning Rules","Customer Behavior Earning Rules"
"Redeeming Points","Redeeming Points"
"Catalog Redeeming Rules","Catalog Redeeming Rules"
"Shopping Cart Redeeming Rules","Shopping Cart Redeeming Rules"
"Points received for signing up to a newsletter.","Points received for signing up to a newsletter."
"You cannot send points to yourself!!","You cannot send points to yourself!!"
"Transfer #%s is already %s.","Transfer #%s is already %s."
"Transfer #%s cannot be changed from %s to %s.","Transfer #%s cannot be changed from %s to %s."
"Try revoking the transfer(s) instead.","Try revoking the transfer(s) instead."
"Create And Continue Edit","Create And Continue Edit"
"%s are pending approval.","%s are pending approval."
"You could receive %s for writing a review and/or rating this product.","You could receive %s for writing a review and/or rating this product."
"You do not have enough points to spend on this order.  ","You do not have enough points to spend on this order.  "
"You will not be able to earn or spend points when checking out with multiple addresses.","You will not be able to earn or spend points when checking out with multiple addresses."
"Customer Spending Style","Customer Spending Style"
"The customer was credited %s for the order.","The customer was credited %s for the order."
"You earned %s on the order you just placed.","You earned %s on the order you just placed."
"The customer was deducted %s for the order.","The customer was deducted %s for the order."
"You spent %s on the order you just placed.","You spent %s on the order you just placed."
"The customer","The customer"
"Your point transactions are currently pending and will be approved when we finish processing your order.","Your point transactions are currently pending and will be approved when we finish processing your order."
"Can\'t get customer instance","Can\'t get customer instance"
"Customer Point Transfers","Customer Point Transfers"
"There are %s in this account.","There are %s in this account."
"%s, %s off","%s, %s off"
"New Transfer","New Transfer"
"See product details","See product details"
"Spends X points for every Y dollar amount in profit","Spends X points for every Y dollar amount in profit"
"For every Y amount of profit spent, deduct X points","For every Y amount of profit spent, deduct X points"
"New Distribution Rule","New Distribution Rule"
"Applicable Distribution Rules","Applicable Distribution Rules"
"There are %s that can be earned from this product.","There are %s that can be earned from this product."
"Applicable Redemption Rules","Applicable Redemption Rules"
"New Redemption Rule","New Redemption Rule"
"For every Y dollar amount in PRICE, give X points","For every Y dollar amount in PRICE, give X points"
"For every Y dollar amount in PROFIT, give X points","For every Y dollar amount in PROFIT, give X points"
Transfers,Transfers
Earnings,Earnings
Spendings,Spendings
"Default message for mass transfers","Default message for mass transfers"
"Transfer revoked","Transfer revoked"
"Points received from a friend","Points received from a friend"
"Points sent to a friend","Points sent to a friend"
"Points earned for signing up to the site","Points earned for signing up to the site"
"Points earned for signing up to the newsletter","Points earned for signing up to the newsletter"
"Points earned for tagging a product","Points earned for tagging a product"
"Points earned for telling a friend about a product","Points earned for telling a friend about a product"
"Points earned for participating in a poll","Points earned for participating in a poll"
"Points earned for writing a review or rating a product","Points earned for writing a review or rating a product"
"Points spent on order","Points spent on order"
"Points earned from order","Points earned from order"
"Transfer Comments","Transfer Comments"
"Redemption rule points cost cannot be 0 points.","Redemption rule points cost cannot be 0 points."
"The product no longer exists in the cart, so points cannot be redeemed on it.","The product no longer exists in the cart, so points cannot be redeemed on it."
"An error occurred while trying to process your attempt to redeem points on a product.  Please contact the store ({$this->getSupportEmail()}).","An error occurred while trying to process your attempt to redeem points on a product.  Please contact the store ({$this->getSupportEmail()})."
"Sorry, unable to spend your points this way for this shopping cart.","Sorry, unable to spend your points this way for this shopping cart."
"It seems like your cart may have expired, so points weren","It seems like your cart may have expired, so points weren"
"Please specify an amount greater than zero.","Please specify an amount greater than zero."
"You can","You can"
"You are now spending %s on this cart.","You are now spending %s on this cart."
"Refers a friend","Refers a friend"
"Spend Points","Spend Points"
"Activate Layout Actions","Activate Layout Actions"
"All rules and settings were deleted.","All rules and settings were deleted."
"Config settings were reverted.","Config settings were reverted."
"Are you sure you would like to delete all Sweet Tooth rules?  Unless you haveve made a back-up, this is irreversable...","Are you sure you would like to delete all Sweet Tooth rules?  Unless you haveve made a back-up, this is irreversable..."
"Delete All","Delete All"
"Export Campaign","Export Campaign"
"Export Config","Export Config"
"Are you sure you would like to revert all Sweet Tooth config?  Unless you have made a back-up, this is irreversable...","Are you sure you would like to revert all Sweet Tooth config?  Unless you have made a back-up, this is irreversable..."
"Revert Settings","Revert Settings"
"Rules were imported successfully.","Rules were imported successfully."
"Settings were imported successfully.","Settings were imported successfully."
"The balance of %s for the customer %s with the e-mail %s has expired.  It was %s since his/her last activity.","The balance of %s for the customer %s with the e-mail %s has expired.  It was %s since his/her last activity."
"The customer %s with the e-mail %s was sent notification that his/her points will expire in %s days.","The customer %s with the e-mail %s was sent notification that his/her points will expire in %s days."
"% Off","% Off"
"The catalog redemption rule entitled %s is invalid and cannot be applied.","The catalog redemption rule entitled %s is invalid and cannot be applied."
" For every X points spent, discount Y"," For every X points spent, discount Y"
"Tags a product","Tags a product"
"Give points to the customer","Give points to the customer"
"The rule %s does not apply to your cart.","The rule %s does not apply to your cart."
"The rule %s was not applied to your cart.","The rule %s was not applied to your cart."
"Spend your points","Spend your points"
"You need to [[log-in]] to use your points.","You need to [[log-in]] to use your points."
"Choose how many points to spend","Choose how many points to spend"
"Maximize my discount with points","Maximize my discount with points"
"You need to log-in to spend points.","You need to log-in to spend points."
"More ways to spend points","More ways to spend points"
"Spend <b>%s</b>, Get <b>%s</b>","Spend <b>%s</b>, Get <b>%s</b>"
"Use your points on any of these products","Use your points on any of these products"
Friend,Friend
"Your points balance will expire in %s days.","Your points balance will expire in %s days."
"%s Point","%s Point"
"%s Points","%s Points"
"Refreshing cart, please wait..","Refreshing cart, please wait.."
"(Earn %s for signing up)","(Earn %s for signing up)"
"You will receive %s upon approval of this review and/or rating.","You will receive %s upon approval of this review and/or rating."
"Earn %s for each approved tag you make.","Earn %s for each approved tag you make."
"This value cannot be less than or equal to zero.","This value cannot be less than or equal to zero."
"All Sweet Tooth rules and settings were imported successfully.","All Sweet Tooth rules and settings were imported successfully."
"Spend one point less","Spend one point less"
"Spend one point more","Spend one point more"
"Updating Points Information...","Updating Points Information..."
"Fixed Amount","Fixed Amount"
"Change # Points Spent","Change # Points Spent"
"Updating Total...","Updating Total..."
"Choose # of Points to Spend","Choose # of Points to Spend"
Spending:,Spending:
Earning:,Earning:
"Change Points Usage","Change Points Usage"
"Click here to change points spent on this order.","Click here to change points spent on this order."
"Pay for shipping with points","Pay for shipping with points"
"Sweet Tooth - Points Expiry Notice","Sweet Tooth - Points Expiry Notice"
"Can customers begin to redeem points before they log-in?  They will eventually have to log-in to complete their order either way.","Can customers begin to redeem points before they log-in?  They will eventually have to log-in to complete their order either way."
"Customer Account Summary Message","Customer Account Summary Message"
"This is the message that the customer sees when logged in in the summary box.  Default is no message (blank).  HTML is valid here.","This is the message that the customer sees when logged in in the summary box.  Default is no message (blank).  HTML is valid here."
"Show Send Points To A Friend","Show Send Points To A Friend"
"Should the customer be given the option to send points to a friend in the customer account panel rewards section?","Should the customer be given the option to send points to a friend in the customer account panel rewards section?"
"Show Mini Redemption Catalog","Show Mini Redemption Catalog"
"Should the mini redemption catalog in the customer account panel rewards section?","Should the mini redemption catalog in the customer account panel rewards section?"
"Show Points Optimizer","Show Points Optimizer"
"Show the 'as low as XXX with YYY points' message for each applicable product in the catalog product view pages?  This will only show if you have catalog redemption rules present that apply to a particular product.","Show the 'as low as XXX with YYY points' message for each applicable product in the catalog product view pages?  This will only show if you have catalog redemption rules present that apply to a particular product."
"Show the earning graphic in catalog listing","Show the earning graphic in catalog listing"
"Expired points balance transfer","Expired points balance transfer"
"Points Balance Expiry","Points Balance Expiry"
"Enable points balance expiry","Enable points balance expiry"
"Number of days before points balance expires","Number of days before points balance expires"
"Number of days before first warning e-mail","Number of days before first warning e-mail"
"E-mail template for first warning e-mail","E-mail template for first warning e-mail"
"Number of days before second warning e-mail","Number of days before second warning e-mail"
"E-mail template for second warning e-mail","E-mail template for second warning e-mail"
"Write expiry actions to log","Write expiry actions to log"
"Writes to var/log/rewards_expire.log when points expire for any customer or when an e-mail is sent","Writes to var/log/rewards_expire.log when points expire for any customer or when an e-mail is sent"
"The account was innactive for %s so the usable points balance expired.","The account was innactive for %s so the usable points balance expired."
"This will export point currencies, rules and Sweet Tooth configuration.","This will export point currencies, rules and Sweet Tooth configuration."
"Import Campaign","Import Campaign"
"WARNING: THIS WILL ALSO DELETE ALL YOUR SWEET TOOTH RULES!  Select a .stcampaign file and click 'Save Config' to import.","WARNING: THIS WILL ALSO DELETE ALL YOUR SWEET TOOTH RULES!  Select a .stcampaign file and click 'Save Config' to import."
"Delete Campaign","Delete Campaign"
"Deletes all Sweet Tooth rules","Deletes all Sweet Tooth rules"
"Migrated from old system.","Migrated from old system."
"%s Off","%s Off"
"Shopping cart rules can discount shipping","Shopping cart rules can discount shipping"
"For any shopping cart points rules, can the customer use points to receive a discount on shipping?  This does not affect the FREE SHIPPING option fixed points rules.","For any shopping cart points rules, can the customer use points to receive a discount on shipping?  This does not affect the FREE SHIPPING option fixed points rules."
%s%%,%s%%
"If enabled, customers will only be rewarded shopping cart distribution rule points based on the subtotal after any applied redemptions or discounts.","If enabled, customers will only be rewarded shopping cart distribution rule points based on the subtotal after any applied redemptions or discounts."
"Give shopping cart distribution points based on subtotal after discount","Give shopping cart distribution points based on subtotal after discount"
"Top Earners","Top Earners"
"Points Balance","Points Balance"
Coupon,Coupon
"Uses per Coupon","Uses per Coupon"
"The Points Amount (X) field must be greater than zero (0).  If you don","The Points Amount (X) field must be greater than zero (0).  If you don"
"No customer identifier in CSV file. Please check the contents of the file.","No customer identifier in CSV file. Please check the contents of the file."
"No identifier for \"points_amount\" in CSV file. Please check the contents of the file.","No identifier for \"points_amount\" in CSV file. Please check the contents of the file."
"Error on line","Error on line"
"Customer with email","Customer with email"
"was not found in website with id #","was not found in website with id #"
"Customer with id #","Customer with id #"
"was not found.","was not found."
"Points transferred from CSV file","Points transferred from CSV file"
"Points were imported with the following errors:","Points were imported with the following errors:"
"No identifier for \",No identifier for \"","No identifier for \",No identifier for \""
"You are trying to redeem more points than you have in your balance.  You will not be able to checkout.","You are trying to redeem more points than you have in your balance.  You will not be able to checkout."
"Points were imported successfully.","Points were imported successfully."
"Percentage amount discount for whole cart","Percentage amount discount for whole cart"
"Apply to Shipping Amount","Apply to Shipping Amount"
"Not supported for ","Not supported for "
"Negative Point Balances Allowed","Negative Point Balances Allowed"
"Disable Earnings When Points Used In Catalog","Disable Earnings When Points Used In Catalog"
"Disable Earnings When Points Used In Cart","Disable Earnings When Points Used In Cart"
"Friend's Email:","Friend's Email:"
Labels,Labels
"Default Label","Default Label"
"Default Rule Label for All Store Views","Default Rule Label for All Store Views"
"Store View Specific Labels","Store View Specific Labels"
"Customer Behavior Points Rules","Customer Behavior Points Rules"
"Add New Customer Behavior Rule","Add New Customer Behavior Rule"
"Unable to apply rules.","Unable to apply rules."
"Customer Behavior Rule","Customer Behavior Rule"
"Date is on or after...","Date is on or after..."
"Date is before...","Date is before..."
"The following errors occured while trying to install the module.","The following errors occured while trying to install the module."
"If any of these problems were unexpected, I recommend that you contact the module support team to avoid problems in the future.","If any of these problems were unexpected, I recommend that you contact the module support team to avoid problems in the future."
"For every Y amount spent, deduct X points [in development]","For every Y amount spent, deduct X points [in development]"
"For every Z qty purchased, deduct X points [in development]","For every Z qty purchased, deduct X points [in development]"
"Item totals are not set for rule.","Item totals are not set for rule."
"Your logged in session may have expired.  An item was not selected or the item selected was invalid","Your logged in session may have expired.  An item was not selected or the item selected was invalid"
"Your session has expired.  Please refresh the page.","Your session has expired.  Please refresh the page."
"The cache storage has been flushed.","The cache storage has been flushed."
"Re-install Database","Re-install Database"
"You may need to refresh the shopping cart to checkout.","You may need to refresh the shopping cart to checkout."
"Visit My Points & Rewards Section","Visit My Points & Rewards Section"
"You overspent your point balance.  Continue anyways?","You overspent your point balance.  Continue anyways?"
"You will need to login to use your points.  Continue anyways?","You will need to login to use your points.  Continue anyways?"
"(Before Catalog Disc.)","(Before Catalog Disc.)"
"Action to take once conditions are satisfied","Action to take once conditions are satisfied"
"Customer behavior","Customer behavior"
"Customer Group Is","Customer Group Is"
"Date is on or After","Date is on or After"
"Date is Before","Date is Before"
"Discount Style","Discount Style"
"Buy X get Y free (discount amount is Y) [in development]","Buy X get Y free (discount amount is Y) [in development]"
"Maximum Qty Discount is Applied to (only for ","Maximum Qty Discount is Applied to (only for "
"Discount Qty Step (Buy X, only for ","Discount Qty Step (Buy X, only for "
"This feature has been temporarily disabled for this version of Sweet Tooth in ensure quality.  It will be re-enabled in the next release of Sweet Tooth.","This feature has been temporarily disabled for this version of Sweet Tooth in ensure quality.  It will be re-enabled in the next release of Sweet Tooth."
"For items matching the conditions below","For items matching the conditions below"
"For the whole cart","For the whole cart"
"Apply Additional Discount","Apply Additional Discount"
